1.0,8.0,0.0,0.25,0.5,1.5,0.125,0.125,1.0,1258.0,0.0,1.0,0.0,0.0,0.375,2
2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,361885632.0,0.0,0.0,0.0,0.0,0.0,3
1.0,93.0,0.0,0.11828,0.634409,1.64516,0.11828,0.0322581,1.0,1258.0,2.0,1.15054,0.0,0.16129,0.311828,4
1.0,7.0,0.0,0.142857,0.571429,1.42857,0.285714,0.0,1.0,1258.0,0.0,1.14286,0.0,0.142857,0.285714,4
1.0,7.0,0.0,0.142857,0.714286,1.71429,0.142857,0.0,1.0,1258.0,0.0,1.0,0.0,0.142857,0.285714,2
2.0,40.0,0.0,0.025,0.725,1.625,0.225,0.0,1.0,1230.0,0.0,1.225,0.0,0.0,0.425,4
1.0,1066.0,0.0,0.00844278,0.695122,1.42308,0.193246,0.00281426,1.0,1258.0,0.0,1.28799,0.0,0.0515947,0.489681,3
3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1947048.0,0.0,0.0,0.0,0.0,0.0,4
3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1947048.0,0.0,0.0,0.0,0.0,0.0,4
2.0,5.0,0.0,0.6,0.2,1.6,0.0,0.0,1.0,7548.0,0.0,0.4,0.0,0.0,0.2,4
1.0,15.0,0.0,0.133333,0.666667,1.73333,0.133333,0.0,1.0,1258.0,0.0,1.06667,0.0,0.133333,0.333333,4
2.0,3.0,0.0,0.333333,0.333333,2.0,0.0,0.0,1.0,9413436.0,0.0,0.666667,0.0,0.0,0.333333,4
1.0,5.0,0.0,0.4,0.4,1.8,0.0,0.0,1.0,1258.0,0.0,0.6,0.0,0.2,0.2,3
2.0,18.0,0.0,0.222222,0.444444,1.83333,0.0555556,0.0555556,1.0,20128.0,0.0,0.944444,0.0,0.0,0.333333,3
1.0,10.0,0.0,0.4,0.4,1.6,0.1,0.1,1.0,1258.0,0.0,0.8,0.0,0.1,0.2,3
1.0,13.0,0.0,0.307692,0.384615,1.84615,0.0769231,0.0769231,1.0,1258.0,0.0,0.846154,0.0,0.0,0.307692,2
2.0,17.0,0.0,0.176471,0.529412,1.70588,0.117647,0.0588235,1.0,20128.0,0.0,1.05882,0.0,0.0588235,0.294118,2
1.0,7.0,0.0,0.285714,0.571429,1.57143,0.142857,0.0,1.0,1258.0,0.0,0.857143,0.0,0.285714,0.142857,4
2.0,51.0,0.0,0.0980392,0.627451,1.62745,0.235294,0.0392157,17.0,7548.0,0.0,1.17647,0.0,0.0392157,0.352941,1
1.0,31.0,0.0,0.193548,0.580645,1.90323,0.0645161,0.0645161,17.0,1258.0,0.0,1.0,0.0,0.0967742,0.290323,2
2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,9413436.0,0.0,0.0,0.0,0.0,0.0,2
1.0,26.0,0.0,0.0769231,0.769231,1.65385,0.153846,0.0,17.0,1258.0,0.0,1.19231,0.0,0.192308,0.346154,2
1.0,7.0,0.0,0.142857,0.571429,1.42857,0.285714,0.0,17.0,1258.0,0.0,1.14286,0.0,0.142857,0.285714,4
2.0,5.0,0.0,0.2,0.6,1.6,0.2,0.0,1.0,5032.0,0.0,1.0,0.0,0.2,0.2,4
3.0,10.0,0.0,0.1,0.7,1.7,0.2,0.0,1.0,30192.0,0.0,1.1,0.0,0.1,0.3,2
2.0,3.0,0.0,0.666667,0.333333,1.33333,0.0,0.0,1.0,5032.0,0.0,0.333333,0.0,0.333333,0.0,2
2.0,76.0,0.0,0.0131579,0.710526,1.82895,0.236842,0.0,1.0,5032.0,6.0,1.18421,0.0,0.0394737,0.315789,2
3.0,5.0,0.0,0.2,0.6,1.6,0.2,0.0,1.0,37653744.0,0.0,1.0,0.0,0.2,0.2,2
4.0,19.0,0.0,0.0526316,0.578947,1.52632,0.315789,0.0,1.0,122996.0,2.0,1.21053,0.0,0.0526316,0.315789,2
3.0,9.0,0.0,0.222222,0.666667,1.33333,0.111111,0.0,1.0,4920.0,0.0,1.0,0.0,0.222222,0.333333,2
3.0,18.0,0.0,0.166667,0.555556,1.5,0.222222,0.0555556,1.0,37653744.0,0.0,1.16667,0.0,0.111111,0.333333,2
3.0,16.0,0.0,0.0625,0.6875,1.5625,0.1875,0.0,1.0,4920.0,1.0,1.1875,0.0,0.0625,0.375,4
2.0,2754.0,0.0,0.00508351,0.748003,1.69862,0.131445,0.000726216,1.0,5032.0,51.0,1.27633,0.0,0.0984023,0.391431,2
2.0,15.0,0.0,0.0666667,0.733333,2.06667,0.133333,0.0,1.0,5032.0,0.0,1.2,0.0,0.0,0.333333,2
1.0,34.0,0.0,0.352941,0.470588,1.70588,0.0,0.0588235,1.0,1258.0,0.0,0.705882,0.0,0.235294,0.205882,2
2.0,7.0,0.0,0.285714,0.285714,1.71429,0.0,0.142857,1.0,7548.0,0.0,1.0,0.0,0.0,0.285714,3
2.0,31.0,0.0,0.16129,0.580645,1.70968,0.129032,0.0645161,1.0,7548.0,0.0,1.09677,0.0,0.0645161,0.322581,2
1.0,63.0,0.031746,0.142857,0.555556,1.69841,0.0793651,0.0634921,1.0,1258.0,0.0,1.1746,0.0,0.0952381,0.396825,2
2.0,10.0,0.0,0.1,0.7,1.7,0.2,0.0,1.0,7548.0,0.0,1.1,0.0,0.1,0.3,3
1.0,3.0,0.0,0.666667,0.333333,1.33333,0.0,0.0,5.0,1258.0,0.0,0.333333,0.0,0.333333,0.0,2
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,2
1.0,25.0,0.0,0.12,0.68,1.72,0.12,0.04,1.0,1258.0,0.0,1.08,0.0,0.08,0.36,4
1.0,63.0,0.0,0.047619,0.809524,1.84127,0.031746,0.015873,1.0,3.0,0.0,1.09524,0.0,0.0952381,0.428571,1
1.0,63.0,0.0,0.047619,0.809524,1.84127,0.031746,0.015873,1.0,3.0,0.0,1.09524,0.0,0.0952381,0.428571,3
1.0,63.0,0.0,0.047619,0.809524,1.84127,0.031746,0.015873,7.0,3.0,0.0,1.09524,0.0,0.0952381,0.428571,1
1.0,63.0,0.0,0.047619,0.809524,1.84127,0.031746,0.015873,1.0,3.0,0.0,1.09524,0.0,0.0952381,0.428571,1
