benchmark, unique_loop_id, loop_nest_level, dynOp_count, floatOp_count, branchOp_count, memOp_count, operands_count, implicit_instr_count, unique_pred_count, trip_count, loop_calls, reuse_count, use_count, def_count, store_count, load_count
433.milc,433.milc_324,6,4,0,0.5,0.5,1.75,0,0,1,0,0,0.5,0, 0.25, 0
433.milc,433.milc_325,5,4,0,0.5,0.5,1.75,0,0,1,0,0,0.5,0, 0.25, 0
433.milc,433.milc_326,4,41,0,0.219512,0.634146,2.09756,0,0.0243902,1,0,0,1.07317,0, 0.0243902, 0.292683
433.milc,433.milc_327,3,4,0,0.5,0.5,1.75,0,0,1,0,0,0.5,0, 0.25, 0
433.milc,433.milc_328,2,4,0,0.5,0.5,1.75,0,0,1,0,0,0.5,0, 0.25, 0
433.milc,433.milc_329,1,4,0,0.5,0.5,1.75,0,0,1,0,0,0.5,0, 0.25, 0
433.milc,433.milc_330,1,13,0,0.153846,0.615385,1.38462,0.153846,0.0769231,1,0,0,1.15385,0, 0, 0.461538
433.milc,433.milc_331,1,21,0,0.190476,0.380952,1.52381,0.285714,0.047619,1,0,0,1,0, 0, 0.285714
433.milc,433.milc_332,2,21,0,0.190476,0.380952,1.52381,0.285714,0.047619,1,0,0,1,0, 0, 0.285714
433.milc,433.milc_333,2,27,0,0.148148,0.555556,1.55556,0.148148,0.037037,1,0,0,1.11111,0, 0, 0.37037
433.milc,433.milc_334,2,21,0,0.190476,0.428571,1.52381,0.238095,0.047619,1,0,0,0.952381,0, 0, 0.333333
433.milc,433.milc_335,2,28,0,0.142857,0.571429,1.5,0.178571,0.0357143,1,0,0,1.07143,0, 0, 0.392857
433.milc,433.milc_336,1,134,0,0.246269,0.544776,1.6194,0.0671642,0.0149254,1,0,0,0.962687,0, 0.156716, 0.335821
433.milc,433.milc_337,1,23,0,0.173913,0.347826,1.47826,0.347826,0.0434783,1,0,0,1,0, 0, 0.26087
433.milc,433.milc_338,1,21,0,0.190476,0.380952,1.52381,0.285714,0.047619,1,0,0,1,0, 0, 0.285714
433.milc,433.milc_339,2,21,0,0.190476,0.380952,1.52381,0.285714,0.047619,1,0,0,1,0, 0, 0.285714
433.milc,433.milc_340,2,27,0,0.148148,0.555556,1.55556,0.148148,0.037037,1,0,0,1.11111,0, 0, 0.37037
433.milc,433.milc_341,2,21,0,0.190476,0.428571,1.52381,0.238095,0.047619,1,0,0,0.952381,0, 0, 0.333333
433.milc,433.milc_342,2,28,0,0.142857,0.571429,1.5,0.178571,0.0357143,1,0,0,1.07143,0, 0, 0.392857
433.milc,433.milc_343,1,134,0,0.246269,0.544776,1.6194,0.0671642,0.0149254,1,0,0,0.962687,0, 0.156716, 0.335821
433.milc,433.milc_344,1,23,0,0.173913,0.347826,1.47826,0.347826,0.0434783,1,0,0,1,0, 0, 0.26087
433.milc,433.milc_345,2,11,0,0.0909091,0.545455,1.45455,0.0909091,0,1,0,0,1.09091,0, 0.0909091, 0.363636
433.milc,433.milc_346,3,5,0,0.2,0.6,1.6,0.2,0,1,0,0,1,0, 0.2, 0.2
433.milc,433.milc_347,3,40,0,0.1,0.6,1.75,0.2,0.025,5,0,2,1.1,0, 0.05, 0.275
433.milc,433.milc_348,3,7,0,0.285714,0.428571,1.71429,0.142857,0.142857,1,0,0,1,0, 0, 0.285714
433.milc,433.milc_349,3,25,0.04,0.04,0.68,1.84,0.08,0,1,0,0,1.2,0, 0.04, 0.4
433.milc,433.milc_350,2,33,0,0.242424,0.575758,1.72727,0.0909091,0.030303,1,0,1,0.878788,0, 0.181818, 0.212121
433.milc,433.milc_351,1,7,0,0.428571,0.571429,1.42857,0,0,1,0,0,0.571429,0, 0.428571, 0.142857
433.milc,433.milc_352,2,17,0,0.0588235,0.647059,1.64706,0.117647,0,5,0,0,1.23529,0, 0.0588235, 0.411765
433.milc,433.milc_353,4,29,0,0.172414,0.482759,1.65517,0.172414,0.0344828,1,0,0,1.06897,0, 0, 0.37931
433.milc,433.milc_354,3,38,0,0.131579,0.473684,1.57895,0.263158,0.0263158,5,0,0,1,0, 0.0263158, 0.289474
433.milc,433.milc_355,2,52,0,0.0769231,0.5,1.59615,0.307692,0.0192308,5,0,0,1.01923,0, 0.0192308, 0.288462
433.milc,433.milc_356,1,7,0,0.428571,0.571429,1.42857,0,0,5,0,0,0.571429,0, 0.428571, 0.142857
433.milc,433.milc_357,1,38,0,0.0263158,0.552632,1.39474,0.315789,0,5,0,0,1.23684,0, 0.0263158, 0.394737
433.milc,433.milc_358,1,19,0,0.0526316,0.631579,1.47368,0.157895,0,1,0,0,1.21053,0, 0.0526316, 0.473684
433.milc,433.milc_359,1,24,0,0.0416667,0.583333,1.54167,0.291667,0,1,0,0,1.25,0, 0, 0.375
433.milc,433.milc_360,1,26,0,0.0384615,0.576923,1.5,0.307692,0,1,0,0,1.19231,0, 0, 0.384615
433.milc,433.milc_361,1,32,0,0.03125,0.625,1.625,0.1875,0,1,0,0,1.28125,0, 0.03125, 0.4375
433.milc,433.milc_362,1,7,0,0.142857,0.428571,1.42857,0.285714,0,1,0,0,1,0, 0, 0.285714
433.milc,433.milc_363,5,18,0,0.0555556,0.722222,1.72222,0.166667,0,9,0,0,1.27778,0, 0, 0.388889
433.milc,433.milc_364,4,80,0.025,0.1375,0.6375,1.925,0,0.025,1,0,0,1.2375,0, 0.0375, 0.45
433.milc,433.milc_365,4,18,0,0.0555556,0.722222,1.72222,0.166667,0,9,0,0,1.27778,0, 0, 0.388889
433.milc,433.milc_366,3,73,0.0273973,0.136986,0.657534,1.93151,0,0.0273973,1,0,0,1.21918,0, 0.0547945, 0.438356
433.milc,433.milc_367,3,18,0,0.0555556,0.722222,1.72222,0.166667,0,9,0,0,1.27778,0, 0, 0.388889
433.milc,433.milc_368,2,172,0.0232558,0.0988372,0.686047,1.98837,0.0116279,0.0174419,1,0,0,1.25581,0, 0.0290698, 0.459302
433.milc,433.milc_369,1,3,0,0.666667,0.333333,1.33333,0,0,9,0,0,0.333333,0, 0.333333, 0
433.milc,433.milc_370,1,14,0,0.0714286,0.428571,1.5,0.428571,0,9,0,0,1.14286,0, 0, 0.285714
433.milc,433.milc_371,1,9,0,0.111111,0.444444,1.55556,0.333333,0,1,0,0,1,0, 0.111111, 0.222222
433.milc,433.milc_372,1,5,0,0.2,0.6,1.6,0.2,0,9,0,0,1,0, 0.2, 0.2
433.milc,433.milc_373,1,17,0,0.0588235,0.647059,1.52941,0.235294,0,9,0,0,1.17647,0, 0, 0.411765
433.milc,433.milc_374,1,14,0,0.0714286,0.5,1.5,0.357143,0,1,0,0,1.07143,0, 0, 0.357143
433.milc,433.milc_375,1,16,0,0.0625,0.625,1.625,0.1875,0,1,0,0,1.25,0, 0, 0.375
