LoopID, , Duration
470.lbm_1, 0.094998
470.lbm_11, 167.034
470.lbm_14, 0.684948
470.lbm_2, 0.109952
470.lbm_23, 167.644
470.lbm_3, 0.168454
470.lbm_4, 0.169054
470.lbm_5, 0.060691
470.lbm_6, 0.123255
470.lbm_7, 0.12389
