LoopID, , Duration
401.bzip2_1, 1.11211
401.bzip2_100, 314.06
401.bzip2_101, 1021.4
401.bzip2_102, 0.001951
401.bzip2_103, 0.002217
401.bzip2_104, 0.047968
401.bzip2_105, 638.117
401.bzip2_106, 0.579248
401.bzip2_107, 0.495736
401.bzip2_108, 3.22784
401.bzip2_109, 3.24496
401.bzip2_110, 4.77224
401.bzip2_111, 12.646
401.bzip2_112, 0.111256
401.bzip2_113, 0.144544
401.bzip2_114, 0.011667
401.bzip2_115, 0.019379
401.bzip2_116, 0.051506
401.bzip2_117, 0.013751
401.bzip2_118, 0.375732
401.bzip2_119, 2.87553
401.bzip2_120, 7.45706
401.bzip2_121, 0.001417
401.bzip2_122, 0.005658
401.bzip2_123, 0.047766
401.bzip2_124, 0.09936
401.bzip2_125, 0.009622
401.bzip2_126, 33.9395
401.bzip2_127, 0.118423
401.bzip2_128, 0.314084
401.bzip2_129, 34.4314
401.bzip2_130, 0.005194
401.bzip2_131, 190.321
401.bzip2_133, 78.8607
401.bzip2_134, 269.343
401.bzip2_135, 0.00861
401.bzip2_136, 0.013042
401.bzip2_137, 0.048607
401.bzip2_138, 0.011902
401.bzip2_139, 0.02682
401.bzip2_140, 4e-06
401.bzip2_141, 0.002423
401.bzip2_142, 3e-06
401.bzip2_143, 3e-06
401.bzip2_144, 3e-06
401.bzip2_145, 3e-06
401.bzip2_146, 3e-06
401.bzip2_147, 4e-06
401.bzip2_148, 3e-06
401.bzip2_149, 3e-06
401.bzip2_150, 3e-06
401.bzip2_151, 0.002426
401.bzip2_152, 0.037082
401.bzip2_153, 1.81122
401.bzip2_154, 0.108721
401.bzip2_155, 0.333255
401.bzip2_156, 0.004435
401.bzip2_160, 3.06358
401.bzip2_161, 0.001951
401.bzip2_162, 0.00206
401.bzip2_163, 0.001895
401.bzip2_165, 71.4778
401.bzip2_166, 36.9408
401.bzip2_167, 30.2888
401.bzip2_168, 107.06
401.bzip2_169, 126.75
401.bzip2_170, 148.421
401.bzip2_171, 73.5324
401.bzip2_172, 0.844937
401.bzip2_173, 2.22143
401.bzip2_174, 200.734
401.bzip2_175, 184.227
401.bzip2_176, 0.000973
401.bzip2_177, 0.000294
401.bzip2_178, 0.01958
401.bzip2_179, 0.053435
401.bzip2_180, 0.002075
401.bzip2_181, 0.014236
401.bzip2_182, 0.515477
401.bzip2_183, 2.88345
401.bzip2_184, 7.65376
401.bzip2_185, 0.001202
401.bzip2_186, 0.001216
401.bzip2_187, 0.000472
401.bzip2_188, 0.00201
401.bzip2_189, 0.001309
401.bzip2_190, 0.001287
401.bzip2_191, 0.00136
401.bzip2_192, 0.000168
401.bzip2_193, 0.001214
401.bzip2_194, 0.001175
401.bzip2_195, 0.001191
401.bzip2_196, 0.001316
401.bzip2_197, 0.001202
401.bzip2_198, 0.001276
401.bzip2_199, 0.00129
401.bzip2_200, 0.001283
401.bzip2_201, 0.001454
401.bzip2_202, 0.001815
401.bzip2_203, 3e-06
401.bzip2_204, 3e-06
401.bzip2_205, 4e-06
401.bzip2_206, 7e-06
401.bzip2_207, 0.002203
401.bzip2_208, 6.22746
401.bzip2_209, 15.6303
401.bzip2_210, 7.81046
401.bzip2_211, 7.81835
401.bzip2_212, 1.26665
401.bzip2_213, 43.1054
401.bzip2_214, 7.52937
401.bzip2_215, 19.7836
401.bzip2_216, 8e-06
401.bzip2_217, 78.6945
401.bzip2_218, 0.054798
401.bzip2_219, 0.164959
401.bzip2_22, 3130.31
401.bzip2_220, 0.333945
401.bzip2_221, 0.008184
401.bzip2_222, 0.008281
401.bzip2_223, 0.008359
401.bzip2_224, 0.008451
401.bzip2_225, 0.013209
401.bzip2_226, 0.00856
401.bzip2_227, 0.166264
401.bzip2_228, 0.338911
401.bzip2_229, 0.101828
401.bzip2_23, 0.741437
401.bzip2_230, 0.101965
401.bzip2_234, 0.056064
401.bzip2_235, 0.001764
401.bzip2_236, 0.009211
401.bzip2_237, 8034.66
401.bzip2_238, 0.003066
401.bzip2_24, 2.45133
401.bzip2_25, 2.79891
401.bzip2_26, 0.595169
401.bzip2_27, 3e-06
401.bzip2_28, 6.33788
401.bzip2_29, 3146.75
401.bzip2_30, 1.41864
401.bzip2_31, 3.50828
401.bzip2_32, 3.51988
401.bzip2_33, 0.001304
401.bzip2_34, 0.001998
401.bzip2_35, 0.001487
401.bzip2_36, 3.91063
401.bzip2_37, 0.246199
401.bzip2_38, 0.001438
401.bzip2_39, 0.00139
401.bzip2_40, 1.93524
401.bzip2_41, 0.219227
401.bzip2_42, 178.178
401.bzip2_43, 177.385
401.bzip2_44, 900.153
401.bzip2_45, 12.9465
401.bzip2_46, 12.9837
401.bzip2_47, 3101.7
401.bzip2_48, 304.099
401.bzip2_49, 266.017
401.bzip2_50, 245.316
401.bzip2_51, 1753.65
401.bzip2_52, 1913.17
401.bzip2_53, 40.9461
401.bzip2_54, 110.124
401.bzip2_65, 5255.74
401.bzip2_70, 2776.59
401.bzip2_72, 2776.59
401.bzip2_75, 0.002227
401.bzip2_76, 0.206764
401.bzip2_77, 5256.41
401.bzip2_79, 2775.55
401.bzip2_86, 56.2954
401.bzip2_87, 157.599
401.bzip2_88, 2.95165
401.bzip2_89, 2.17297
401.bzip2_91, 2776.18
401.bzip2_93, 1.88663
401.bzip2_94, 143.246
401.bzip2_95, 3e-06
401.bzip2_96, 50.9348
401.bzip2_97, 242.483
401.bzip2_98, 0.000124
401.bzip2_99, 65.4035
