400.perlbench,400.perlbench_1,1,0,0,0,0,0,0,0,1,0,0,0,0
400.perlbench,400.perlbench_2,2,0,0,0,0,0,0,0,1,0,0,0,0
400.perlbench,400.perlbench_3,1,92,0,13,37,161,21,3,1,0,0,102,0
400.perlbench,400.perlbench_4,2,9,0,3,2,17,1,1,-1,0,0,11,0
400.perlbench,400.perlbench_5,1,75,0,15,25,140,15,3,-1,0,0,72,0
400.perlbench,400.perlbench_6,2,22,0,7,4,38,4,4,1,0,0,19,0
400.perlbench,400.perlbench_7,2,14,0,4,4,24,2,1,1,0,0,12,0
400.perlbench,400.perlbench_8,2,4,0,2,0,8,0,1,1,0,0,4,0
400.perlbench,400.perlbench_9,1,137,0,33,39,260,16,4,1,0,0,149,0
400.perlbench,400.perlbench_10,1,0,0,0,0,0,0,0,1,0,0,0,0
400.perlbench,400.perlbench_11,2,0,0,0,0,0,0,0,1,0,0,0,0
400.perlbench,400.perlbench_12,2,12,0,4,2,20,2,1,1,0,0,10,0
400.perlbench,400.perlbench_13,1,188,0,45,71,342,23,6,1,0,0,200,0
400.perlbench,400.perlbench_14,1,6,0,2,1,10,1,2,1,0,0,5,0
400.perlbench,400.perlbench_15,2,15,0,6,1,40,0,2,1,0,0,17,0
400.perlbench,400.perlbench_16,1,213,0,42,85,470,22,4,1,0,0,230,0
400.perlbench,400.perlbench_17,1,0,0,0,0,0,0,0,1,0,0,0,0
400.perlbench,400.perlbench_18,1,0,0,0,0,0,0,0,1,0,0,0,0
400.perlbench,400.perlbench_19,1,34,0,8,6,103,3,3,1,0,0,36,0
400.perlbench,400.perlbench_20,2,0,0,0,0,0,0,0,1,0,0,0,0
400.perlbench,400.perlbench_21,1,224,0,43,61,468,31,5,-1,0,0,233,0
400.perlbench,400.perlbench_22,1,12,0,2,6,22,0,1,1,0,0,10,0
400.perlbench,400.perlbench_23,1,0,0,0,0,0,0,0,1,0,0,0,0
400.perlbench,400.perlbench_24,1,84,0,14,42,189,10,3,4,0,0,87,0
400.perlbench,400.perlbench_25,2,28,0,7,7,49,7,3,-1,0,0,28,0
400.perlbench,400.perlbench_26,1,38,0,11,10,65,7,4,-1,0,0,36,0
400.perlbench,400.perlbench_27,1,29,0,10,7,59,2,2,1,0,0,30,0
400.perlbench,400.perlbench_28,1,14,0,4,5,25,2,1,1,0,0,14,0
400.perlbench,400.perlbench_29,1,60,0,24,0,115,1,3,1,0,0,60,0
400.perlbench,400.perlbench_30,1,10,0,3,2,17,2,1,1,0,0,9,0
400.perlbench,400.perlbench_31,1,15,0,3,7,29,1,0,1,0,0,16,0
400.perlbench,400.perlbench_32,1,21,0,1,12,37,2,0,1,0,0,26,0
400.perlbench,400.perlbench_33,1,66,0,7,39,116,4,1,1,0,0,74,0
400.perlbench,400.perlbench_34,1,39,0,4,24,68,2,1,1,0,0,45,0
400.perlbench,400.perlbench_35,1,0,0,0,0,0,0,0,1,0,0,0,0
400.perlbench,400.perlbench_36,1,39,0,4,24,68,2,1,1,10,0,45,0
400.perlbench,400.perlbench_37,1,0,0,0,0,0,0,0,1,10,0,0,0
400.perlbench,400.perlbench_38,1,0,0,0,0,0,0,0,6,0,0,0,0
400.perlbench,400.perlbench_39,1,0,0,0,0,0,0,0,1,3016594,0,0,0
400.perlbench,400.perlbench_40,1,0,0,0,0,0,0,0,1,0,0,0,0
400.perlbench,400.perlbench_41,2,30,0,7,6,55,5,2,1,0,0,32,0
400.perlbench,400.perlbench_42,1,8,0,2,2,9,2,0,1,0,0,7,0
400.perlbench,400.perlbench_43,1,68,0,9,34,122,4,2,1,0,0,77,0
400.perlbench,400.perlbench_44,1,0,0,0,0,0,0,0,1,0,0,0,0
400.perlbench,400.perlbench_45,1,0,0,0,0,0,0,0,1,0,0,0,0
400.perlbench,400.perlbench_46,1,76,0,11,34,139,4,2,1,0,0,87,0
400.perlbench,400.perlbench_47,3,30,0,7,6,55,5,2,1,0,0,32,0
400.perlbench,400.perlbench_48,2,8,0,2,2,9,2,0,1,0,0,7,0
400.perlbench,400.perlbench_49,1,112,0,21,52,210,10,4,-1,0,0,117,0
400.perlbench,400.perlbench_50,2,6,0,2,1,10,1,1,1,0,0,5,0
400.perlbench,400.perlbench_51,1,11,0,4,2,16,2,1,1,0,0,9,0
400.perlbench,400.perlbench_52,1,19,0,3,6,29,7,1,1,0,0,20,0
400.perlbench,400.perlbench_53,1,0,0,0,0,0,0,0,1,0,0,0,0
400.perlbench,400.perlbench_54,1,14,0,1,8,27,1,0,1,0,0,18,0
400.perlbench,400.perlbench_55,1,185,1,31,109,354,10,4,-1,0,0,163,0
400.perlbench,400.perlbench_56,1,88,0,21,33,180,9,4,-1,0,0,78,0
400.perlbench,400.perlbench_57,2,10,0,3,2,21,1,1,1,0,0,10,0
400.perlbench,400.perlbench_58,1,32,0,7,12,58,3,2,-1,0,0,29,0
400.perlbench,400.perlbench_59,1,6,0,2,2,13,0,1,-1,0,0,6,0
400.perlbench,400.perlbench_60,2,12,0,3,3,20,3,1,1,0,0,12,0
400.perlbench,400.perlbench_61,2,0,0,0,0,0,0,0,1,0,0,0,0
400.perlbench,400.perlbench_62,2,29,0,7,5,55,7,3,-1,0,0,34,0
400.perlbench,400.perlbench_63,2,0,0,0,0,0,0,0,1,0,0,0,0
400.perlbench,400.perlbench_64,2,0,0,0,0,0,0,0,1,0,0,0,0
400.perlbench,400.perlbench_65,2,0,0,0,0,0,0,0,1,0,0,0,0
400.perlbench,400.perlbench_66,1,133,0,39,39,251,17,5,-1,0,0,125,0
400.perlbench,400.perlbench_67,1,0,0,0,0,0,0,0,1,0,0,0,0
400.perlbench,400.perlbench_68,1,0,0,0,0,0,0,0,1,0,0,0,0
400.perlbench,400.perlbench_69,1,0,0,0,0,0,0,0,1,0,0,0,0
400.perlbench,400.perlbench_70,1,60,0,14,23,104,3,2,-1,0,0,53,0
400.perlbench,400.perlbench_71,2,11,0,1,8,19,1,1,-1,0,0,14,0
400.perlbench,400.perlbench_72,2,32,0,7,12,53,6,3,1,0,0,31,0
400.perlbench,400.perlbench_73,2,7,0,1,0,15,3,1,-1,0,0,9,0
400.perlbench,400.perlbench_74,2,18,0,4,4,31,3,3,-1,0,0,19,0
400.perlbench,400.perlbench_75,2,18,0,3,4,33,4,2,-1,0,0,20,0
400.perlbench,400.perlbench_76,2,0,0,0,0,0,0,0,1,0,0,0,0
400.perlbench,400.perlbench_77,2,0,0,0,0,0,0,0,1,0,0,0,0
400.perlbench,400.perlbench_78,1,334,0,72,125,601,28,5,1,0,0,345,0
400.perlbench,400.perlbench_79,1,14,0,4,4,24,2,2,1,0,0,12,0
400.perlbench,400.perlbench_80,1,5,0,1,2,9,1,1,-1,0,0,5,0
400.perlbench,400.perlbench_81,1,10,0,2,3,17,2,1,1,0,0,9,0
400.perlbench,400.perlbench_82,1,10,0,2,3,17,2,1,1,0,0,9,0
400.perlbench,400.perlbench_83,1,11,0,2,3,19,2,1,1,0,0,10,0
400.perlbench,400.perlbench_84,3,58,0,22,8,102,9,2,-1,0,0,53,0
400.perlbench,400.perlbench_85,3,22,0,6,5,34,5,3,1,0,0,21,0
400.perlbench,400.perlbench_86,3,0,0,0,0,0,0,0,1,0,0,0,0
400.perlbench,400.perlbench_87,2,219,0,57,59,416,29,4,-1,0,0,207,0
400.perlbench,400.perlbench_88,4,6,0,2,1,10,1,1,1,0,0,5,0
400.perlbench,400.perlbench_89,3,28,0,9,7,50,3,1,-1,0,0,25,0
400.perlbench,400.perlbench_90,2,7,0,2,1,19,0,1,-1,0,0,8,0
400.perlbench,400.perlbench_91,3,27,0,8,8,48,4,2,-1,0,0,24,0
400.perlbench,400.perlbench_92,2,0,0,0,0,0,0,0,1,0,0,0,0
400.perlbench,400.perlbench_93,1,66,0,23,8,131,8,3,-1,0,0,59,0
400.perlbench,400.perlbench_94,2,34,0,6,16,66,4,1,1,0,0,32,0
400.perlbench,400.perlbench_95,2,156,0,36,52,308,13,3,1,0,0,152,0
400.perlbench,400.perlbench_96,2,52,0,10,21,102,4,1,1,0,0,49,0
400.perlbench,400.perlbench_97,2,42,0,9,19,82,2,1,1,0,0,40,0
400.perlbench,400.perlbench_98,1,302,0,84,68,673,27,5,1,0,0,280,0
400.perlbench,400.perlbench_99,1,9,0,2,4,16,1,1,1,0,0,8,0
400.perlbench,400.perlbench_100,1,19,0,5,5,28,5,2,1,0,0,18,0
400.perlbench,400.perlbench_101,2,256,0,72,67,469,34,4,1,0,0,234,0
400.perlbench,400.perlbench_102,1,14,0,4,5,25,2,1,1,0,0,12,0
400.perlbench,400.perlbench_103,2,25,0,6,7,42,5,3,-1,0,0,25,0
400.perlbench,400.perlbench_104,1,14,0,6,7,26,0,1,-1,0,0,9,0
400.perlbench,400.perlbench_105,2,11,0,2,3,18,3,1,1,0,0,11,0
400.perlbench,400.perlbench_106,2,0,0,0,0,0,0,0,1,0,0,0,0
400.perlbench,400.perlbench_107,2,0,0,0,0,0,0,0,1,0,0,0,0
400.perlbench,400.perlbench_108,2,19,0,4,6,34,4,2,-1,0,0,17,0
400.perlbench,400.perlbench_109,2,8,0,2,2,12,2,1,1,0,0,8,0
400.perlbench,400.perlbench_110,2,0,0,0,0,0,0,0,1,0,0,0,0
400.perlbench,400.perlbench_111,1,146,0,30,52,263,20,2,-1,0,0,163,0
400.perlbench,400.perlbench_112,1,0,0,0,0,0,0,0,1,0,0,0,0
400.perlbench,400.perlbench_113,1,11,0,2,3,18,3,1,1,0,0,11,0
400.perlbench,400.perlbench_114,1,0,0,0,0,0,0,0,1,0,0,0,0
400.perlbench,400.perlbench_115,1,11,0,2,3,18,3,1,1,0,0,11,0
400.perlbench,400.perlbench_116,2,10,0,2,3,17,2,1,1,0,0,9,0
400.perlbench,400.perlbench_117,2,10,0,2,3,17,2,1,1,0,0,9,0
400.perlbench,400.perlbench_118,3,6,0,2,1,10,1,1,1,0,0,5,0
400.perlbench,400.perlbench_119,2,11,0,4,2,21,1,1,-1,0,0,10,0
400.perlbench,400.perlbench_120,2,8,0,2,2,12,2,1,1,0,0,8,0
400.perlbench,400.perlbench_121,1,130,0,27,48,233,19,2,-1,0,0,142,0
