445.gobmk,445.gobmk_1,2,25,0,4,10,46,6,2,-1,0,0,28,0
445.gobmk,445.gobmk_2,1,4,0,3,0,4,0,0,1,0,0,1,0
445.gobmk,445.gobmk_3,2,96,0,27,13,181,12,5,5,0,0,100,0
445.gobmk,445.gobmk_4,1,30,0,10,4,58,3,2,380,0,0,33,0
445.gobmk,445.gobmk_5,1,46,0,8,27,101,3,2,-1,0,0,45,0
445.gobmk,445.gobmk_6,2,43,0,8,19,83,9,2,-1,0,0,42,0
445.gobmk,445.gobmk_7,2,26,0,3,13,47,6,2,-1,0,0,27,0
445.gobmk,445.gobmk_8,2,6,0,1,1,18,1,1,-1,0,0,8,0
445.gobmk,445.gobmk_9,2,0,0,0,0,0,0,0,1,0,0,0,0
445.gobmk,445.gobmk_10,1,77,0,34,6,151,6,2,-1,0,0,63,0
445.gobmk,445.gobmk_11,2,16,0,4,6,32,2,2,380,0,0,21,0
445.gobmk,445.gobmk_12,2,16,0,3,6,31,2,2,-1,0,0,18,0
445.gobmk,445.gobmk_13,2,33,0,7,17,70,2,2,1,0,0,35,0
445.gobmk,445.gobmk_14,2,29,0,9,10,61,1,2,1,0,0,29,0
445.gobmk,445.gobmk_15,1,88,0,23,23,182,10,3,-1,0,0,86,0
445.gobmk,445.gobmk_16,3,42,0,10,11,80,7,2,5,0,0,46,0
445.gobmk,445.gobmk_17,2,211,0,52,44,414,28,6,-1,0,0,234,0
445.gobmk,445.gobmk_18,1,155,2,35,43,307,10,6,-1,0,0,182,0
445.gobmk,445.gobmk_19,1,70,0,15,22,146,8,3,-1,0,0,74,0
445.gobmk,445.gobmk_20,2,96,2,13,30,188,23,3,5,0,0,127,0
445.gobmk,445.gobmk_21,1,24,0,9,4,46,3,3,380,0,0,21,0
445.gobmk,445.gobmk_22,2,56,0,19,15,100,6,2,1,0,0,41,0
445.gobmk,445.gobmk_23,1,3,0,2,0,4,0,0,1,0,0,0,0
445.gobmk,445.gobmk_24,1,18,0,7,8,32,1,2,380,0,0,14,0
445.gobmk,445.gobmk_25,3,25,0,6,8,46,6,2,-1,0,0,26,0
445.gobmk,445.gobmk_26,2,69,0,21,16,135,6,3,380,0,0,81,0
445.gobmk,445.gobmk_27,1,5,0,1,0,6,0,0,1,0,0,4,0
445.gobmk,445.gobmk_28,1,50,0,15,23,103,4,2,380,0,0,46,0
445.gobmk,445.gobmk_29,1,127,0,27,74,256,7,2,380,0,0,109,0
445.gobmk,445.gobmk_30,1,20,0,4,10,39,3,1,380,0,0,21,0
445.gobmk,445.gobmk_31,1,68,0,17,20,132,0,4,1,0,0,59,0
445.gobmk,445.gobmk_32,1,11,0,1,10,25,0,0,1,0,0,12,0
445.gobmk,445.gobmk_33,1,11,0,1,10,25,0,0,1,4,0,12,0
445.gobmk,445.gobmk_34,1,2,0,1,0,3,0,0,1,722,0,1,0
445.gobmk,445.gobmk_35,1,54,0,7,31,103,10,2,380,758,0,50,0
445.gobmk,445.gobmk_36,1,9,0,3,4,17,1,1,380,758,0,7,0
445.gobmk,445.gobmk_37,1,18,0,4,6,34,2,1,422,760,0,16,0
445.gobmk,445.gobmk_38,1,19,0,5,4,34,3,2,-1,0,0,17,0
445.gobmk,445.gobmk_39,1,0,0,0,0,0,0,0,1,0,0,0,0
445.gobmk,445.gobmk_40,1,0,0,0,0,0,0,0,1,0,0,0,0
445.gobmk,445.gobmk_41,1,0,0,0,0,0,0,0,1,0,0,0,0
445.gobmk,445.gobmk_42,1,8,0,1,4,18,0,1,1,0,0,8,0
445.gobmk,445.gobmk_43,1,15,0,1,8,27,4,0,1,0,0,16,0
445.gobmk,445.gobmk_44,1,6,0,1,4,12,0,0,1,0,0,6,0
445.gobmk,445.gobmk_45,1,6,0,2,2,12,0,1,-1,0,0,5,0
445.gobmk,445.gobmk_46,1,13,0,3,6,25,2,1,1,0,0,14,0
445.gobmk,445.gobmk_47,1,117,0,19,40,221,20,4,-1,0,0,124,0
445.gobmk,445.gobmk_48,1,155,0,29,48,300,32,2,-1,0,0,161,0
445.gobmk,445.gobmk_49,1,20,0,4,9,34,3,2,1,0,0,21,0
